"inv_num","add_credit","url","title","year","display_year","medium","dims","pitch","ps","live_url","youtube","related_code","subheading","download","commission","related"
"2009-003",,"2009-003-dreiklavierstucke-op-11","Drei Klavierstücke op. 11",2009,2009,"3 Youtube videos",,"​Schoenberg’s op11 as played by cats.","​Drei Klavierstuke is a recreation of <b>Arnold Schoenberg’s 1909 op. 11 Drei Klavierstücke</b> (aka Three Piano Pieces) made by editing together videos of cats playing pianos downloaded from Youtube. Schoenberg’s Op11 is often considered the first piece of “atonal” music, or music to completely break from traditional western harmony which means it’s not written in a “key”. Below you will find the three videos (one for each piano piece), a technical description &amp; the score. This project fuses a few different things I have been interested in lately, mainly “cats”, copy &amp; paste net junk, and youtube’s tendency in the past few years to host videos that are as good and many times similar to my favorite video artworks. I think all this is somehow related. I’m talking about <a title="""" href=""http://www.infinitecat.com/"">The Infinite Cat Project</a>, <a title="""" href=""http://catsinsinks.com/"">Cats in Sinks</a>, <a title="""" href=""http://www.youtube.com/watch?v=z3v8BMNdDvo"">Cat in Fan</a>, <a title="""" href=""http://www.youtube.com/watch?v=muLIPWjks_M"">Ninja cat comes closer while not moving!</a>, <a title="""" href=""http://www.youtube.com/watch?v=l_yHG0cTK8Q"">Smart Cat Open Door</a>, <a title="""" href=""http://www.youtube.com/watch?v=yCq7EncEbDw"">Fat Cat VS Small Box</a>, <a title="""" href=""http://www.youtube.com/watch?v=REQRHdMRimw"">Pussy versus Printer</a>, Edison’s <a title="""" href=""http://www.youtube.com/watch?v=6qre61opE_g"">The Boxing Cats (Prof. Welton’s)</a>, <a title="""" href=""http://www.youtube.com/watch?v=JaHTt3V0Uiw"">It’s been a long day</a>, <a title="""" href=""http://www.youtube.com/watch?v=nu0bhcCEJ8E&amp;feature=channel_page"">Panta improvising on the piano featuring my cat</a> (my personal favorite cat video), the <a title="""" href=""http://www.youtube.com/watch?v=dMWl_5NujBw"">Ultimate Canon Rock</a>, <a title="""" href=""http://vimeo.com/2998698"">Sopranos every profanity</a>, <a title="""" href=""http://www.youtube.com/watch?v=hnLweMNQoiE"">The Big Lebowski – Every Single Fucking Dude</a>, <a title="""" href=""http://www.youtube.com/watch?v=vZA74JMfLys"">Marclay’s “hello” supercut</a>, <a title="""" href=""http://oliverlaric.com/5050.htm"">50 50s</a>, <a title="""" href=""http://www.youtube.com/watch?v=CDswHqO0Jhk"">Check out my new stereo – Extreme Bass!</a> (also see Goldstein’s “A Glass of Milk” <a title="""" href=""http://www.contemporaryartdaily.com/2009/05/jack-goldstein-at-daniel-buchholz/"">here</a>), <a title="""" href=""http://www.youtube.com/watch?v=u1VEY7ndKCs"">Watching the Paint Dry</a> (also see Burt Barr’s Watching The Paint Dry series <a title="""" href=""http://ps1.org/exhibitions/view/120"">here</a>), even <a title="""" href=""http://www.youtube.com/watch?v=Pdn6wrM1Hqw"">Andy Eating a Hamburger</a>, &amp; <a title="""" href=""http://www.youtube.com/watch?v=jBYGzDjkuoI"">Infinite Warhol</a> (you might have noticed we are back 2 the beginning of this list). <b>Tech</b> So, I probably made this video the most backwards and bone headed way possible, but I am a hacker in the traditional definition of someone who glues together ugly code and not a programmer. For this project I used some programs to help me save time in finding the right cats. Anyway, first I downloaded every video of a cat playing piano I could find on Youtube. I ended up with about 170 videos. Then I extracted the audio from each, pasted these files end to end, and then pasted this huge file onto the end of an audio file of Glenn Gould playing op11. I loaded this file into <a title="""" href=""http://www.comparisonics.com/"">Comparisonics</a>. Comparisonics, a strange free program I found while surfing one night, allows users to highlight a section of audio, and responds by finding “similar” sounding areas in rest of the audio file. Using Comparisioncs I went through every “note” (sometimes I also did clusters of notes) in the Gould, then selected my favorite “similar” section Comparisonics suggested and wrote it in the score. After going though the 1000’s of “notes”, the completed scores were turned into a video by some perl scripts I wrote. See the “Gould Pro” code below. For those out there in Internet land wondering how close cats could actually come to Gould playing Schoenberg, <a href=""http://www.coryarcangel.com/downloads/op11_comparison_web.mp3"">check this mp3</a>, I have placed my cats in the left channel and Gould in the right channel. Listen with headphones. It’s not so far off I think.

 Score The file format is: youtube filehash – comma – sample number at 44100 samples per second where the in point of video is – comma – sample number at 44100 samples per second of the clip length. In this <a href=""http://www.coryarcangel.com/downloads/op11_score_linenumbers-web.pdf"">pdf here</a> I have provided the key as to which youtube files line up with what notes in Schoenberg. The Schoenberg score has line numbers written below its notes which correspond to the line numbers from the 3 score txt files below.
<ul>
    <li><a href=""http://www.coryarcangel.com/downloads/ggscore_op11_I_web.txt"">Score for op11 – I</a></li>
    <li><a href=""http://www.coryarcangel.com/downloads/ggscore_op11_II_web.txt"">Score for op11 – II</a></li>
    <li><a href=""http://www.coryarcangel.com/downloads/ggscore_op11_III_web.txt"">Score for op11 – III</a></li>
</ul>

 Thanks Special thanks to the following youtube files: <a title="""" href=""http://www.youtube.com/watch?v=-8-S1dwcvzw"">-8-S1dwcvzw</a>, <a title="""" href=""http://www.youtube.com/watch?v=73XYgU86aww"">73XYgU86aww</a>, <a title="""" href=""http://www.youtube.com/watch?v=H9tIWwFPAcg"">H9tIWwFPAcg</a>, <a title="""" href=""http://www.youtube.com/watch?v=TOSs-GYcGgk"">TOSs-GYcGgk</a>, <a title="""" href=""http://www.youtube.com/watch?v=eDN_xKLhfXc"">eDN_xKLhfXc</a>, <a title="""" href=""http://www.youtube.com/watch?v=ryyvfjMHRGg"">ryyvfjMHRGg</a>, <a title="""" href=""http://www.youtube.com/watch?v=-BYKoAydfKk"">-BYKoAydfKk</a>, <a title="""" href=""http://www.youtube.com/watch?v=78V3nblykiU"">78V3nblykiU</a>, <a title="""" href=""http://www.youtube.com/watch?v=HEhoLwc15M4"">HEhoLwc15M4</a>, <a title="""" href=""http://www.youtube.com/watch?v=TcEm8x6zLvA"">TcEm8×6zLvA</a>, <a title="""" href=""http://www.youtube.com/watch?v=eDSZgOZmEoo"">eDSZgOZmEoo</a>, <a title="""" href=""http://www.youtube.com/watch?v=s9i_GqMIY30"">s9i_GqMIY30</a>, <a title="""" href=""http://www.youtube.com/watch?v=-QIVEkY0CuY"">-QIVEkY0CuY</a>, <a title="""" href=""http://www.youtube.com/watch?v=7G4z8UQItSQ"">7G4z8UQItSQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=HK4XAXLUics"">HK4XAXLUics</a>, <a title="""" href=""http://www.youtube.com/watch?v=TcsBghT2cNQ"">TcsBghT2cNQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=emP5sRCVwSI"">emP5sRCVwSI</a>, <a title="""" href=""http://www.youtube.com/watch?v=sWlcyPuWM9Y"">sWlcyPuWM9Y</a>, <a title="""" href=""http://www.youtube.com/watch?v=-VFmqcB9UYQ"">-VFmqcB9UYQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=8OTADd1THKU"">8OTADd1THKU</a>, <a title="""" href=""http://www.youtube.com/watch?v=HM-1VzJUejw"">HM-1VzJUejw</a>, <a title="""" href=""http://www.youtube.com/watch?v=ThOetAkUWRw"">ThOetAkUWRw</a>, <a title="""" href=""http://www.youtube.com/watch?v=f7aZjVsl_jQ"">f7aZjVsl_jQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=scwRUGgv9Jw"">scwRUGgv9Jw</a>, <a title="""" href=""http://www.youtube.com/watch?v=-gzV983BqNE"">-gzV983BqNE</a>, <a title="""" href=""http://www.youtube.com/watch?v=8wG4gGW8pAs"">8wG4gGW8pAs</a>, <a title="""" href=""http://www.youtube.com/watch?v=HRTd6cPiM1A"">HRTd6cPiM1A</a>, <a title="""" href=""http://www.youtube.com/watch?v=TvuAzIUnGtg"">TvuAzIUnGtg</a>, <a title="""" href=""http://www.youtube.com/watch?v=fLOYZpQoSCo"">fLOYZpQoSCo</a>, <a title="""" href=""http://www.youtube.com/watch?v=t4VNx9R8eEM"">t4VNx9R8eEM</a>, <a title="""" href=""http://www.youtube.com/watch?v=-lafzKEMpuM"">-lafzKEMpuM</a>, <a title="""" href=""http://www.youtube.com/watch?v=8yQTF3EUKuo"">8yQTF3EUKuo</a>, <a title="""" href=""http://www.youtube.com/watch?v=Hdqhprr03bY"">Hdqhprr03bY</a>, <a title="""" href=""http://www.youtube.com/watch?v=UDtidPbpWG4"">UDtidPbpWG4</a>, <a title="""" href=""http://www.youtube.com/watch?v=g8PWYsOoZy8"">g8PWYsOoZy8</a>, <a title="""" href=""http://www.youtube.com/watch?v=tLo9TZKW85I"">tLo9TZKW85I</a>, <a title="""" href=""http://www.youtube.com/watch?v=000dCcclXpE"">000dCcclXpE</a>, <a title="""" href=""http://www.youtube.com/watch?v=95wb8pW9EaY"">95wb8pW9EaY</a>, <a title="""" href=""http://www.youtube.com/watch?v=HwmtFQoGrfk"">HwmtFQoGrfk</a>, <a title="""" href=""http://www.youtube.com/watch?v=V2GkSR-Tc4E"">V2GkSR-Tc4E</a>, <a title="""" href=""http://www.youtube.com/watch?v=gc-YZi33myA"">gc-YZi33myA</a>, <a title="""" href=""http://www.youtube.com/watch?v=tR3XUKgOHVY"">tR3XUKgOHVY</a>, <a title="""" href=""http://www.youtube.com/watch?v=0G2dd2nNixE"">0G2dd2nNixE</a>, <a title="""" href=""http://www.youtube.com/watch?v=98bTekFgKGY"">98bTekFgKGY</a>, <a title="""" href=""http://www.youtube.com/watch?v=Js-1svTlMHI"">Js-1svTlMHI</a>, <a title="""" href=""http://www.youtube.com/watch?v=WWkE2i-6ekI"">WWkE2i-6ekI</a>, <a title="""" href=""http://www.youtube.com/watch?v=gnbmN8js708"">gnbmN8js708</a>, <a title="""" href=""http://www.youtube.com/watch?v=tYn9OHKlwoo"">tYn9OHKlwoo</a>, <a title="""" href=""http://www.youtube.com/watch?v=0ywiSuCDiOM"">0ywiSuCDiOM</a>, <a title="""" href=""http://www.youtube.com/watch?v=9ATv4DSkKZs"">9ATv4DSkKZs</a>, <a title="""" href=""http://www.youtube.com/watch?v=JsQds6T-JUo"">JsQds6T-JUo</a>, <a title="""" href=""http://www.youtube.com/watch?v=WfsMaen6QBI"">WfsMaen6QBI</a>, <a title="""" href=""http://www.youtube.com/watch?v=hnng9ni-ws8"">hnng9ni-ws8</a>, <a title="""" href=""http://www.youtube.com/watch?v=tvkuiJ_5e_Y"">tvkuiJ_5e_Y</a>, <a title="""" href=""http://www.youtube.com/watch?v=1RJnwbCR9l4"">1RJnwbCR9l4</a>, <a title="""" href=""http://www.youtube.com/watch?v=9FMvf9lyiBA"">9FMvf9lyiBA</a>, <a title="""" href=""http://www.youtube.com/watch?v=LWBDFG09XoA"">LWBDFG09XoA</a>, <a title="""" href=""http://www.youtube.com/watch?v=XSiSzn3OchU"">XSiSzn3OchU</a>, <a title="""" href=""http://www.youtube.com/watch?v=iRfT0WfnWIU"">iRfT0WfnWIU</a>, <a title="""" href=""http://www.youtube.com/watch?v=uCPVEuFdq1I"">uCPVEuFdq1I</a>, <a title="""" href=""http://www.youtube.com/watch?v=1XFKIZfdXVQ"">1XFKIZfdXVQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=9PrHZAhTrro"">9PrHZAhTrro</a>, <a title="""" href=""http://www.youtube.com/watch?v=LqBpEnlAcZo"">LqBpEnlAcZo</a>, <a title="""" href=""http://www.youtube.com/watch?v=XyuXvWouDEk"">XyuXvWouDEk</a>, <a title="""" href=""http://www.youtube.com/watch?v=jg6rfcRzQGQ"">jg6rfcRzQGQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=uQc8SeJ3z9c"">uQc8SeJ3z9c</a>, <a title="""" href=""http://www.youtube.com/watch?v=1YK7DCQOqz8"">1YK7DCQOqz8</a>, <a title="""" href=""http://www.youtube.com/watch?v=9T6zVQzmSsI"">9T6zVQzmSsI</a>, <a title="""" href=""http://www.youtube.com/watch?v=M9SwMFWECMs"">M9SwMFWECMs</a>, <a title="""" href=""http://www.youtube.com/watch?v=Y1cAO08EYLg"">Y1cAO08EYLg</a>, <a title="""" href=""http://www.youtube.com/watch?v=kL0m3NhVlWY"">kL0m3NhVlWY</a>, <a title="""" href=""http://www.youtube.com/watch?v=vAQVJEu6fNc"">vAQVJEu6fNc</a>, <a title="""" href=""http://www.youtube.com/watch?v=1n8vybiPn0I"">1n8vybiPn0I</a>, <a title="""" href=""http://www.youtube.com/watch?v=A8yvYC0HthM"">A8yvYC0HthM</a>, <a title="""" href=""http://www.youtube.com/watch?v=M_SaeCYglqQ"">M_SaeCYglqQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=YLWd_eXQ29E"">YLWd_eXQ29E</a>, <a title="""" href=""http://www.youtube.com/watch?v=kPyj1JG3QHw"">kPyj1JG3QHw</a>, <a title="""" href=""http://www.youtube.com/watch?v=vCJpTR-ugyM"">vCJpTR-ugyM</a>, <a title="""" href=""http://www.youtube.com/watch?v=2COuDGUX-cU"">2COuDGUX-cU</a>, <a title="""" href=""http://www.youtube.com/watch?v=BKtdYzHyx6M"">BKtdYzHyx6M</a>, <a title="""" href=""http://www.youtube.com/watch?v=NFtO2fFdSRY"">NFtO2fFdSRY</a>, <a title="""" href=""http://www.youtube.com/watch?v=YW7U8B0qRXg"">YW7U8B0qRXg</a>, <a title="""" href=""http://www.youtube.com/watch?v=kj2TDKU2aAg"">kj2TDKU2aAg</a>, <a title="""" href=""http://www.youtube.com/watch?v=vuO0xYdyMO4"">vuO0xYdyMO4</a>, <a title="""" href=""http://www.youtube.com/watch?v=2DcHBjQaSOQ"">2DcHBjQaSOQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=Bf9Xi4iqeL0"">Bf9Xi4iqeL0</a>, <a title="""" href=""http://www.youtube.com/watch?v=OO-6kwBy_s0"">OO-6kwBy_s0</a>, <a title="""" href=""http://www.youtube.com/watch?v=YpVKn9TnM10"">YpVKn9TnM10</a>, <a title="""" href=""http://www.youtube.com/watch?v=lYgITLbVwC4"">lYgITLbVwC4</a>, <a title="""" href=""http://www.youtube.com/watch?v=wK8GE4ZZQiA"">wK8GE4ZZQiA</a>, <a title="""" href=""http://www.youtube.com/watch?v=2QfzC3pgV0Q"">2QfzC3pgV0Q</a>, <a title="""" href=""http://www.youtube.com/watch?v=BgF56KQ8ldU"">BgF56KQ8ldU</a>, <a title="""" href=""http://www.youtube.com/watch?v=Oaz8Qo2OHVY"">Oaz8Qo2OHVY</a>, <a title="""" href=""http://www.youtube.com/watch?v=Z86Fx--Qgwc"">Z86Fx–Qgwc</a>, <a title="""" href=""http://www.youtube.com/watch?v=mmTQcmpfI-k"">mmTQcmpfI-k</a>, <a title="""" href=""http://www.youtube.com/watch?v=wNt1Or0fQC4"">wNt1Or0fQC4</a>, <a title="""" href=""http://www.youtube.com/watch?v=2VgGVxcALoc"">2VgGVxcALoc</a>, <a title="""" href=""http://www.youtube.com/watch?v=DBCpRUQxAwU"">DBCpRUQxAwU</a>, <a title="""" href=""http://www.youtube.com/watch?v=OgmXR7k__WU"">OgmXR7k__WU</a>, <a title="""" href=""http://www.youtube.com/watch?v=Z9BTkX00HeY"">Z9BTkX00HeY</a>, <a title="""" href=""http://www.youtube.com/watch?v=mtxlyXRGWvw"">mtxlyXRGWvw</a>, <a title="""" href=""http://www.youtube.com/watch?v=xnqb6XPDGA8"">xnqb6XPDGA8</a>, <a title="""" href=""http://www.youtube.com/watch?v=32F3ycxNIuk"">32F3ycxNIuk</a>, <a title="""" href=""http://www.youtube.com/watch?v=DOebEX8PukU"">DOebEX8PukU</a>, <a title="""" href=""http://www.youtube.com/watch?v=P87zxptEo0Q"">P87zxptEo0Q</a>, <a title="""" href=""http://www.youtube.com/watch?v=ZeMxIH2Ozeg"">ZeMxIH2Ozeg</a>, <a title="""" href=""http://www.youtube.com/watch?v=n01P1v7WEz0"">n01P1v7WEz0</a>, <a title="""" href=""http://www.youtube.com/watch?v=xqxr5TYIqgQ"">xqxr5TYIqgQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=3r8NTt7RYzQ"">3r8NTt7RYzQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=Di7TOsj_H0g"">Di7TOsj_H0g</a>, <a title="""" href=""http://www.youtube.com/watch?v=PlME0VQDRuo"">PlME0VQDRuo</a>, <a title="""" href=""http://www.youtube.com/watch?v=Zg6yqtq3FVE"">Zg6yqtq3FVE</a>, <a title="""" href=""http://www.youtube.com/watch?v=neZNdOnf7RY"">neZNdOnf7RY</a>, <a title="""" href=""http://www.youtube.com/watch?v=xvsv6R4b_bE"">xvsv6R4b_bE</a>, <a title="""" href=""http://www.youtube.com/watch?v=45YA4KefHVM"">45YA4KefHVM</a>, <a title="""" href=""http://www.youtube.com/watch?v=DwX_Wih97WA"">DwX_Wih97WA</a>, <a title="""" href=""http://www.youtube.com/watch?v=PrsFZT_1NAk"">PrsFZT_1NAk</a>, <a title="""" href=""http://www.youtube.com/watch?v=ZqTnGQit7nA"">ZqTnGQit7nA</a>, <a title="""" href=""http://www.youtube.com/watch?v=ngy0PCtNd0k"">ngy0PCtNd0k</a>, <a title="""" href=""http://www.youtube.com/watch?v=yb2NiCv3Xd0"">yb2NiCv3Xd0</a>, <a title="""" href=""http://www.youtube.com/watch?v=5JoIPH7BRLA"">5JoIPH7BRLA</a>, <a title="""" href=""http://www.youtube.com/watch?v=E3UGUAF8pjA"">E3UGUAF8pjA</a>, <a title="""" href=""http://www.youtube.com/watch?v=Q8VmKyVY-Pc"">Q8VmKyVY-Pc</a>, <a title="""" href=""http://www.youtube.com/watch?v=_2XLyEANzCM"">_2XLyEANzCM</a>, <a title="""" href=""http://www.youtube.com/watch?v=nmqXM51Ey9M"">nmqXM51Ey9M</a>, <a title="""" href=""http://www.youtube.com/watch?v=yqpNlbhxsvM"">yqpNlbhxsvM</a>, <a title="""" href=""http://www.youtube.com/watch?v=5KWaA34gWiA"">5KWaA34gWiA</a>, <a title="""" href=""http://www.youtube.com/watch?v=EhD4IwX7uSg"">EhD4IwX7uSg</a>, <a title="""" href=""http://www.youtube.com/watch?v=QM0hNBftUDs"">QM0hNBftUDs</a>, <a title="""" href=""http://www.youtube.com/watch?v=a5M515QZMYM"">a5M515QZMYM</a>, <a title="""" href=""http://www.youtube.com/watch?v=o4YhebTk0VM"">o4YhebTk0VM</a>, <a title="""" href=""http://www.youtube.com/watch?v=yuMeEDfzz5k"">yuMeEDfzz5k</a>, <a title="""" href=""http://www.youtube.com/watch?v=5hEu5aThNI8"">5hEu5aThNI8</a>, <a title="""" href=""http://www.youtube.com/watch?v=Ehl1lpSxPnw"">Ehl1lpSxPnw</a>, <a title="""" href=""http://www.youtube.com/watch?v=Qso9n2n2Ga8"">Qso9n2n2Ga8</a>, <a title="""" href=""http://www.youtube.com/watch?v=aJEjduT2QZA"">aJEjduT2QZA</a>, <a title="""" href=""http://www.youtube.com/watch?v=oXb9RmrThu4"">oXb9RmrThu4</a>, <a title="""" href=""http://www.youtube.com/watch?v=z0q6HUWZdPc"">z0q6HUWZdPc</a>, <a title="""" href=""http://www.youtube.com/watch?v=66FF3JN_9PE"">66FF3JN_9PE</a>, <a title="""" href=""http://www.youtube.com/watch?v=EtN4Gom_ZPE"">EtN4Gom_ZPE</a>, <a title="""" href=""http://www.youtube.com/watch?v=QvZIFUgd9iY"">QvZIFUgd9iY</a>, <a title="""" href=""http://www.youtube.com/watch?v=aMKIpAl5lC0"">aMKIpAl5lC0</a>, <a title="""" href=""http://www.youtube.com/watch?v=pi8dkqpTesY"">pi8dkqpTesY</a>, <a title="""" href=""http://www.youtube.com/watch?v=zEG9RcVE6FE"">zEG9RcVE6FE</a>, <a title="""" href=""http://www.youtube.com/watch?v=6DvE0i0B9-8"">6DvE0i0B9-8</a>, <a title="""" href=""http://www.youtube.com/watch?v=F6--wZ7gQpQ"">F6–wZ7gQpQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=SF4JC5DdN3E"">SF4JC5DdN3E</a>, <a title="""" href=""http://www.youtube.com/watch?v=ayvU-PrD0z4"">ayvU-PrD0z4</a>, <a title="""" href=""http://www.youtube.com/watch?v=pvt5fpgYPeI"">pvt5fpgYPeI</a>, <a title="""" href=""http://www.youtube.com/watch?v=zfc_69UHQNI"">zfc_69UHQNI</a>, <a title="""" href=""http://www.youtube.com/watch?v=6Nca4KVzSDk"">6Nca4KVzSDk</a>, <a title="""" href=""http://www.youtube.com/watch?v=F6ZxE63Hb1o"">F6ZxE63Hb1o</a>, <a title="""" href=""http://www.youtube.com/watch?v=SL9FE0cWThQ"">SL9FE0cWThQ</a>, <a title="""" href=""http://www.youtube.com/watch?v=b9sxmVlif1k"">b9sxmVlif1k</a>, <a title="""" href=""http://www.youtube.com/watch?v=qP9PAF_7HAI"">qP9PAF_7HAI</a>, <a title="""" href=""http://www.youtube.com/watch?v=6U7jxeV06Js"">6U7jxeV06Js</a>, <a title="""" href=""http://www.youtube.com/watch?v=GGFJiNTFWEg"">GGFJiNTFWEg</a>, <a title="""" href=""http://www.youtube.com/watch?v=S_7WXkmx1f8"">S_7WXkmx1f8</a>, <a title="""" href=""http://www.youtube.com/watch?v=cEvjChxwIZw"">cEvjChxwIZw</a>, <a title="""" href=""http://www.youtube.com/watch?v=qTovWzCak5M"">qTovWzCak5M</a>, <a title="""" href=""http://www.youtube.com/watch?v=6cRnujTrUH4"">6cRnujTrUH4</a>, <a title="""" href=""http://www.youtube.com/watch?v=GxI3tl85wbM"">GxI3tl85wbM</a>, <a title="""" href=""http://www.youtube.com/watch?v=SpJUj626qCc"">SpJUj626qCc</a>, <a title="""" href=""http://www.youtube.com/watch?v=cttKu6xQSzg"">cttKu6xQSzg</a>, <a title="""" href=""http://www.youtube.com/watch?v=r-cmz6-MgHw"">r-cmz6-MgHw</a>, <a title="""" href=""http://www.youtube.com/watch?v=6stIerPNNic"">6stIerPNNic</a>, <a title="""" href=""http://www.youtube.com/watch?v=H8uVR8M8_D8"">H8uVR8M8_D8</a>, <a title="""" href=""http://www.youtube.com/watch?v=TAfEj43gI5U"">TAfEj43gI5U</a>, <a title="""" href=""http://www.youtube.com/watch?v=eAlhMoxHOpc"">eAlhMoxHOpc</a>, <a title="""" href=""http://www.youtube.com/watch?v=r70-dpbP8z8"">r70-dpbP8z8</a>",,"https://www.youtube.com/playlist?list=PLIVciZ6unaZSRQMwlT0jauk6H8l64G6oU","https://github.com/coryarcangel/Gould-Pro",,,,
"2009-001",,"2009-001-photoshop-cs","Photoshop CS: 110 by 72 inches, 300 DPI, RGB, square pixels, default gradient ""Yellow, Violet, Red, Teal"", mousedown y=16450 x=10750, mouseup y=18850 x=20600",2009,2009,"Chromogenic print","110 x 72 inches",,,,,,,,,
"2008-082","Dexter Sinister","2008-082-a-couple-thousand-short-films-about-glenn-gould-publication","A Couple Thousand Short Films about Glenn Gould ",2008,2008,"Publication","7.75 x 5 x 0.75",,,,,,"(Publication)",,,"[41] 2007-006 A Couple Thousand Short Films About Glenn Gould - 2007-006-a-couple-thousand-short-films-about-glenn-gould
[43] 2007-007 On C - 2007-007-on-c"
"2008-079",,"2008-079-sans-comic","Sans Comic",2008,2008,"PDF",,"​Whitney Biennial press release in comic sans. Distributed to biennial press list.","​Made as part of Dexter Sinister’s True Mirror reflections on the 2008 Whitney Biennial, this was emailed to the Whitney’s press list…. FYI: no one noticed the font. LOL. :)",,,,,"arcangel-sans-comic.pdf",,"[94] [2010-017-http-www.mocanomi.org] 2010-017 http://www.mocanomi.org/"
"2008-078",,"2008-078-my-top-ten-youtube-videos","My Top Ten Youtube Videos",2008,2008,"Webpage",,"Youtube videos to be permanently embedded in a non maintained web-page.",,"https://webrecorder.io/cory_arcangel/my-top-ten-youtube-videos",,,,,,
"2008-074",,"2008-074-genealogies","Genealogies",2008,2008,"Pen on paper",,"​A drawing of my influences.","Part of the Genealogies project at the <a title="""" href=""http://www.lux.org.uk/blog/genealogies-cory-arcangel"">Lux</a> Center in the UK. It may not seem it, but it is actually pretty accurate cause for some reason I took this really seriously (ps – made bfr Tiger Woods scandal). So if u ever wondered,………",,,,,,,
"2008-069",,"2008-069-reproduction","Reproduction",2012,2008,"One turntable Dj Set",,"​Dj Set performed Nov 17th, 2012 @ ICA Phillie as part of Ooga Booga’s Excursus installation.",,"https://soundcloud.com/coryarcangel/reproduction-dj-set-ica",,,,,,"[2147] 2008-082 A Couple Thousand Short Films about Glenn Gould (Publication) - 2008-082-a-couple-thousand-short-films-about-glenn-gould-publication"
"2008-057",,"2008-057-sony-fwd-42pv1-plasma-burn","Sony FWD-42PV1 Plasma Burn",2008,2008,"Sony FWD-42PV1 Monitor and DVD player","26 x 41 x 12 inches",,,,,,,,,
"2008-021",,"2008-021-splash-page","Splash Page",2008,2008,"Website Flash Splash Page",,"​Splash page done for my website.","This is an actual “splash page” I made for this site, which after being up for only a few days drove my web traffic down to almost zero,…probably my proudest and stupidest web moment at the same time. If I was as hard-core as I pretend I am, this would still be my index.html.",,,,,,,
"2008-020",,"2008-020-continuous-partial-awareness-performance","Continuous Partial Awareness",2008,2008,"Lecture",,"​Performance listing some ideas for projects.",,,,,"(Performance)",,,"[70] [2009-049-continuous-partial-awareness-pdf] 2009-049 Continuous Partial Awareness (PDF)"
"2008-016",,"2008-016-monoprint-5","Monoprint 5 ",2008,2008,"Unique three-color process silkscreen on custom watermarked paper","42 x 32 inches","​Poorly done C-M-Y silkscreens.",,,,,,,,
"2008-015",,"2008-015-monoprint","Monoprint 4",2008,2008,"Unique three-color process silkscreen on custom watermarked paper","42 x 32 inches","Poorly done C-M-Y silkscreens.",,,,,,,,
"2008-014",,"2008-014-monoprint-3","Monoprint 3",2008,2008,"Unique three-color process silkscreen on custom watermarked paper","42 x 32 inches","Poorly done C-M-Y silkscreens.",,,,,,,,
"2008-013",,"2008-013-monoprint-2","Monoprint 2 ",2008,2008,"Unique three-color process silkscreen on custom watermarked paper","42 x 32 inches","Poorly done C-M-Y silkscreens.",,,,,,,,
"2008-012",,"2008-012-monoprint-1","Monoprint 1 ",2008,2008,"Unique three-color process silkscreen on custom watermarked paper","42 x 32 inches","​Poorly done C-M-Y silkscreens.",,,,,,,,
"2008-010","Hanne Mugaas","2008-010-art-since-1960-according-to-the-internet","Art Since 1960 According to the Internet",2008,2008,"Lecture",,"​Performance featuring surfing Youtube for artist last names, and clocking on the most random results.",,"http://web.archive.org/web/20080406010337/http://www.hanne-mugaas.com/my_work/1_art_since_1960_according_to/",,,,,,
"2008-008",,"2008-008-self-playing-sony-playstation-i-bowling","Self Playing Sony Playstation I Bowling",2008,2008,"Modded ps1 controller","Dimensions variable","PS1 ""Bowling"" game programmed to roll endless gutter balls via a modded controller.","​This was only the second ""Self Playing Game"" I ever made. Note the early design of the Video Game TIVO TM. If you check out a later work, like Various Self Playing Bowling Games, you can see the final version of the TIVO. This was still in the middle of R + D on that device. ",,,,,,,"[87] 2011-009 Various Self Playing Bowling Games - 2011-009-various-self-playing-bowling-games"
"2008-007",,"2008-007-golden-ticket","Golden Ticket",2008,2008,,,"As part of a Frieze commission, I had them send out candy bars to all galleries who were unsuccessful in their application to their fair, ... one had a golden ticket, and that gallery got a free booth.",,,,,,,"Frieze Art Fair",
"2008-004",,"2008-004-personal-film","Personal Film",2008,2008,"16mm film","6:15 minutes","​A “fake” structural film, composed of stock digital video footage of dethroned film.",,,,,,,,"[168] [2007-002-structural-film] 2007-002 Structural Film"
"2008-003",,"2008-003-permanent-vacation","Permanent Vacation",2008,2008,"Two Imac computers, router, (optional) two IKEA tables and Aeron chairs",,"​2 computers stuck in an out of office email loop.",,,,,,,,"[169] [2007-017-permanent-vacation] 2007-017 Permanent Vacation"
